column,usrdr_deep_energy_db,usrdr_robust_z,rdr_complex_deep_energy_db,rdr_complex_robust_z,edr_raw_deep_energy_db,combined_low_signal_score,low_signal_flag
23,-39.73704147338867,-0.6607560515403748,9.522477149963379,-0.7075310945510864,11.81623649597168,-0.6841435432434082,False
24,-40.23273468017578,-0.814638614654541,9.121163368225098,-0.7948963046073914,11.760912895202637,-0.8047674894332886,False
25,-40.044551849365234,-0.7562193274497986,9.832508087158203,-0.640038013458252,11.827219009399414,-0.6981287002563477,False
26,-40.186073303222656,-0.8001531362533569,9.934032440185547,-0.617936372756958,11.870865821838379,-0.7090447545051575,False
27,-39.825714111328125,-0.6882835030555725,9.0828857421875,-0.8032292723655701,11.859994888305664,-0.7457563877105713,False
28,-39.89189147949219,-0.708827555179596,9.69083023071289,-0.6708809733390808,11.978105545043945,-0.6898542642593384,False
29,-40.257747650146484,-0.8224036693572998,9.073728561401367,-0.805222749710083,11.81623649597168,-0.8138132095336914,False
30,-40.040897369384766,-0.7550848126411438,10.172069549560547,-0.566116213798523,12.020269393920898,-0.6606005430221558,False
31,-39.9157600402832,-0.7162373065948486,9.195643424987793,-0.7786821126937866,11.794191360473633,-0.7474597096443176,False
32,-40.082515716552734,-0.7680047750473022,10.247052192687988,-0.5497926473617554,11.935527801513672,-0.6588987112045288,False
33,-39.639442443847656,-0.6304575204849243,9.625341415405273,-0.6851378083229065,11.975563049316406,-0.6577976942062378,False
34,-39.70280456542969,-0.6501275897026062,10.711223602294922,-0.4487434923648834,11.946210861206055,-0.549435555934906,False
35,-39.649986267089844,-0.6337307095527649,9.59320068359375,-0.6921347379684448,11.827219009399414,-0.6629327535629272,False
36,-39.95674514770508,-0.7289606928825378,10.741424560546875,-0.44216880202293396,11.827219009399414,-0.5855647325515747,False
37,-39.57404708862305,-0.610156238079071,8.971512794494629,-0.8274748921394348,11.794191360473633,-0.7188155651092529,False
38,-39.8599853515625,-0.6989226341247559,9.325345039367676,-0.7504463791847229,11.805229187011719,-0.724684476852417,False
39,-39.894683837890625,-0.7096944451332092,9.920218467712402,-0.6209436655044556,11.838171005249023,-0.6653190851211548,False
40,-39.76534652709961,-0.6695430874824524,8.604742050170898,-0.9073201417922974,11.838171005249023,-0.7884316444396973,False
41,-39.32855224609375,-0.5339450240135193,7.870980739593506,-1.0670584440231323,11.827219009399414,-0.8005017042160034,False
42,-40.03435134887695,-0.7530527114868164,9.910083770751953,-0.6231499910354614,11.838171005249023,-0.6881013512611389,False
43,-40.135250091552734,-0.7843756079673767,9.43239974975586,-0.7271407842636108,11.81623649597168,-0.7557581663131714,False
44,-39.80954360961914,-0.6832635402679443,9.63953685760498,-0.6820474863052368,11.81623649597168,-0.6826555132865906,False
45,-40.306522369384766,-0.8375452160835266,10.044224739074707,-0.5939477682113647,11.924816131591797,-0.7157465219497681,False
46,-40.58687973022461,-0.9245791435241699,9.813545227050781,-0.6441662311553955,11.81623649597168,-0.7843726873397827,False
47,-39.98338317871094,-0.7372301816940308,10.129719734191895,-0.575335681438446,11.827219009399414,-0.656282901763916,False
48,-39.578372955322266,-0.6114991307258606,8.689238548278809,-0.8889254331588745,11.861082077026367,-0.7502123117446899,False
49,-39.841758728027344,-0.6932644248008728,10.380475044250488,-0.5207467675209045,11.881710052490234,-0.6070055961608887,False
50,-39.92096710205078,-0.7178537845611572,9.381852149963379,-0.7381448745727539,11.903316497802734,-0.7279993295669556,False
