x_km,scenario,frequency,frequency_mhz,frequency_role,surface_height_m,surface_slope_deg,upper_depth_m,lens_strength,lens_depth_m,ocean_depth_m,layer_count,ocean_echo_db,false_echo_db,false_depth_m,false_label,false_minus_ocean_db,ocean_margin_db,false_margin_db,inferred_depth_if_strongest_m,inferred_depth_error_m,classification
-59.0,salt_reference,HF_9MHz,9.0,deep sounding,112.99219424849355,1.3570697895096584,948.3058623908515,0.0020781165622737407,5600.913069660687,14557.33823698979,2,-32.42122843893082,-41.897590137966446,7278.669118494895,base 1 m hydrated salt layer; top 1 m hydrated salt layer,-9.476361699035628,12.578771561069182,3.1024098620335536,14557.33823698979,0.0,clear ocean boundary
-59.0,salt_reference,VHF_60MHz,60.0,shallow/high-resolution sounding,112.99219424849355,1.3570697895096584,948.3058623908515,0.0020781165622737407,5600.913069660687,14557.33823698979,2,-62.36476579091247,-49.25691933364283,7278.669118494895,base 1 m hydrated salt layer; top 1 m hydrated salt layer,13.107846457269645,-17.36476579091247,-4.256919333642827,7278.669118494895,-7278.669118494895,weak/no deep detection
-59.0,mixed_dirty_thin_layers,HF_9MHz,9.0,deep sounding,112.99219424849355,1.3570697895096584,948.3058623908515,0.0020781165622737407,5600.913069660687,14557.33823698979,0,-35.329456086328776,-999.0,,none,-963.6705439136713,9.670543913671224,-954.0,14557.33823698979,0.0,clear ocean boundary
-59.0,mixed_dirty_thin_layers,VHF_60MHz,60.0,shallow/high-resolution sounding,112.99219424849355,1.3570697895096584,948.3058623908515,0.0020781165622737407,5600.913069660687,14557.33823698979,0,-69.87377728781398,-999.0,,none,-929.1262227121861,-24.87377728781398,-954.0,14557.33823698979,0.0,weak/no deep detection
-59.0,briny_lens_masking,HF_9MHz,9.0,deep sounding,112.99219424849355,1.3570697895096584,948.3058623908515,0.0020781165622737407,5600.913069660687,14557.33823698979,0,-35.329456086328776,-999.0,,none,-963.6705439136713,9.670543913671224,-954.0,14557.33823698979,0.0,clear ocean boundary
-59.0,briny_lens_masking,VHF_60MHz,60.0,shallow/high-resolution sounding,112.99219424849355,1.3570697895096584,948.3058623908515,0.0020781165622737407,5600.913069660687,14557.33823698979,0,-69.87377728781398,-999.0,,none,-929.1262227121861,-24.87377728781398,-954.0,14557.33823698979,0.0,weak/no deep detection
-59.0,non_salt_impurity_mix,HF_9MHz,9.0,deep sounding,112.99219424849355,1.3570697895096584,948.3058623908515,0.0020781165622737407,5600.913069660687,14557.33823698979,3,-40.02308778451693,-33.039361232762104,3129.5946844494774,base radiolytic/acid-rich dirty layer; top radiolytic/acid-rich dirty layer,6.9837265517548275,4.976912215483068,11.960638767237896,3129.5946844494774,-11427.743552540313,clear ocean boundary
-59.0,non_salt_impurity_mix,VHF_60MHz,60.0,shallow/high-resolution sounding,112.99219424849355,1.3570697895096584,948.3058623908515,0.0020781165622737407,5600.913069660687,14557.33823698979,3,-81.99268222135665,-46.764732168130806,3129.5946844494774,top radiolytic/acid-rich dirty layer,35.22795005322584,-36.992682221356645,-1.7647321681308057,3129.5946844494774,-11427.743552540313,weak/no deep detection
-59.0,complex_dirty_ice,HF_9MHz,9.0,deep sounding,112.99219424849355,1.3570697895096584,948.3058623908515,0.0020781165622737407,5600.913069660687,14557.33823698979,5,-40.02584778451694,-33.039361232762104,3129.5946844494774,base radiolytic/acid-rich dirty layer; top radiolytic/acid-rich dirty layer,6.986486551754837,4.974152215483059,11.960638767237896,3129.5946844494774,-11427.743552540313,clear ocean boundary
-59.0,complex_dirty_ice,VHF_60MHz,60.0,shallow/high-resolution sounding,112.99219424849355,1.3570697895096584,948.3058623908515,0.0020781165622737407,5600.913069660687,14557.33823698979,5,-81.99980851071368,-46.764732168130806,3129.5946844494774,top radiolytic/acid-rich dirty layer,35.23507634258287,-36.99980851071368,-1.7647321681308057,3129.5946844494774,-11427.743552540313,weak/no deep detection
-58.5,clean_ice_control,HF_9MHz,9.0,deep sounding,134.3858310571132,0.40549464520931483,952.7851094276066,0.0024724559900891306,5605.728230978824,14562.907070815563,0,-29.51264650874121,-999.0,,none,-969.4873534912588,15.48735349125879,-954.0,14562.907070815563,0.0,clear ocean boundary
-58.5,clean_ice_control,VHF_60MHz,60.0,shallow/high-resolution sounding,134.3858310571132,0.40549464520931483,952.7851094276066,0.0024724559900891306,5605.728230978824,14562.907070815563,0,-54.854839539776364,-999.0,,none,-944.1451604602237,-9.854839539776364,-954.0,14562.907070815563,0.0,weak/no deep detection
-58.5,salt_reference,HF_9MHz,9.0,deep sounding,134.3858310571132,0.40549464520931483,952.7851094276066,0.0024724559900891306,5605.728230978824,14562.907070815563,2,-32.428467922904325,-41.9012098799532,7281.453535407782,base 1 m hydrated salt layer; top 1 m hydrated salt layer,-9.472741957048875,12.571532077095675,3.0987901200468,14562.907070815563,0.0,clear ocean boundary
-58.5,salt_reference,VHF_60MHz,60.0,shallow/high-resolution sounding,134.3858310571132,0.40549464520931483,952.7851094276066,0.0024724559900891306,5605.728230978824,14562.907070815563,2,-62.38345805815548,-49.266265467264326,7281.453535407782,base 1 m hydrated salt layer; top 1 m hydrated salt layer,13.117192590891158,-17.383458058155483,-4.266265467264326,7281.453535407782,-7281.453535407782,weak/no deep detection
